LA signal file updated
237	1	7200
1
1	96	30	180	0	4	8	3	30	3	8	3	38	3	300	0	0	0	0
2	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
3	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
4	93	30	180	0	4	8	3	38	3	5	3	30	3	300	0	0	0	0
5	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
6	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
7	82	30	180	0	4	5	3	30	3	5	3	30	3	300	0	0	0	0
8	66	30	180	0	3	22	3	5	3	30	3	300	0	0	0	0	0	0
9	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
10	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
11	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
12	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
13	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
14	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
15	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
16	91	30	180	0	4	8	3	38	3	5	3	28	3	300	0	0	0	0
17	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
18	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
19	64	30	180	0	3	5	3	28	3	22	3	300	0	0	0	0	0	0
20	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
21	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
22	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
23	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
24	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
25	72	30	180	0	3	25	3	8	3	30	3	300	0	0	0	0	0	0
26	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
27	75	30	180	0	4	5	3	25	3	5	3	28	3	300	0	0	0	0
28	95	30	180	0	4	8	3	30	3	10	3	35	3	300	0	0	0	0
29	95	30	180	0	4	8	3	30	3	10	3	35	3	300	0	0	0	0
30	96	30	180	0	4	8	3	38	3	8	3	30	3	300	0	0	0	0
31	81	30	180	0	2	40	3	35	3	300	0	0	0	0	0	0	0	0
32	76	30	180	0	2	40	3	30	3	300	0	0	0	0	0	0	0	0
33	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
34	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
35	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
36	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
37	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
38	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
39	64	30	180	0	3	22	3	5	3	28	3	300	0	0	0	0	0	0
40	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
41	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
42	79	30	180	0	3	25	3	10	3	35	3	300	0	0	0	0	0	0
43	75	30	180	0	4	8	3	30	3	5	3	20	3	300	0	0	0	0
44	75	30	180	0	3	28	3	8	3	30	3	300	0	0	0	0	0	0
45	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
46	75	30	180	0	4	8	3	30	3	5	3	20	3	300	0	0	0	0
47	67	30	180	0	3	20	3	8	3	30	3	300	0	0	0	0	0	0
48	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
49	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
50	96	30	180	0	4	5	3	44	3	5	3	30	3	300	0	0	0	0
51	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
52	85	30	180	0	4	5	3	30	3	8	3	30	3	300	0	0	0	0
53	69	30	180	0	3	22	3	8	3	30	3	300	0	0	0	0	0	0
54	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
55	88	30	180	0	4	8	3	30	3	8	3	30	3	300	0	0	0	0
56	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
57	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
58	95	30	180	0	4	18	3	20	3	5	3	40	3	300	0	0	0	0
59	93	30	180	0	3	38	3	8	3	38	3	300	0	0	0	0	0	0
60	64	30	180	0	2	28	3	30	3	300	0	0	0	0	0	0	0	0
61	61	30	180	0	2	25	3	30	3	300	0	0	0	0	0	0	0	0
62	62	30	180	0	2	28	3	28	3	300	0	0	0	0	0	0	0	0
63	69	30	180	0	3	32	3	8	3	20	3	300	0	0	0	0	0	0
64	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
65	64	30	180	0	2	30	3	28	3	300	0	0	0	0	0	0	0	0
66	72	30	180	0	3	24	3	4	3	35	3	300	0	0	0	0	0	0
67	59	30	180	0	2	25	3	28	3	300	0	0	0	0	0	0	0	0
68	58	30	180	0	2	30	3	22	3	300	0	0	0	0	0	0	0	0
69	62	30	180	-80	2	28	3	28	3	300	0	0	0	0	0	0	0	0
70	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
71	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
72	64	30	180	0	2	30	3	28	3	300	0	0	0	0	0	0	0	0
