LA signal file updated
459	1	36000
1
1	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
2	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
3	66	30	180	0	2	28	3	32	3	300	0	0	0	0	0	0	0	0
4	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
5	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
6	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
7	80	30	180	0	4	5	3	25	3	8	3	30	3	300	0	0	0	0
8	77	30	180	0	3	22	3	8	3	38	3	300	0	0	0	0	0	0
9	67	30	180	0	3	5	3	28	3	25	3	300	0	0	0	0	0	0
10	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
11	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
12	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
13	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
14	83	30	180	0	4	5	3	28	3	8	3	30	3	300	0	0	0	0
15	88	30	180	0	4	5	3	25	3	8	3	38	3	300	0	0	0	0
16	75	30	180	0	4	5	3	25	3	5	3	28	3	300	0	0	0	0
17	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
18	83	30	180	0	3	28	3	8	3	38	3	300	0	0	0	0	0	0
19	80	30	180	0	4	5	3	25	3	8	3	30	3	300	0	0	0	0
20	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
21	64	30	180	0	3	5	3	28	3	22	3	300	0	0	0	0	0	0
22	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
23	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
24	62	30	180	0	2	28	3	28	3	300	0	0	0	0	0	0	0	0
25	62	30	180	0	2	32	3	24	3	300	0	0	0	0	0	0	0	0
26	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
27	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
28	59	30	180	0	2	25	3	28	3	300	0	0	0	0	0	0	0	0
29	64	30	180	0	2	30	3	28	3	300	0	0	0	0	0	0	0	0
30	80	30	180	0	4	8	3	30	3	5	3	25	3	300	0	0	0	0
31	77	30	180	0	4	5	3	30	3	5	3	25	3	300	0	0	0	0
32	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
33	75	30	180	0	4	5	3	25	3	5	3	28	3	300	0	0	0	0
34	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
35	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
36	51	30	180	0	2	20	3	25	3	300	0	0	0	0	0	0	0	0
37	83	30	180	0	4	8	3	30	3	5	3	28	3	300	0	0	0	0
38	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
39	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
40	78	30	180	0	4	5	3	28	3	5	3	28	3	300	0	0	0	0
41	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
42	67	30	180	0	3	25	3	5	3	28	3	300	0	0	0	0	0	0
43	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
44	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
45	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
46	77	30	180	0	4	5	3	25	3	5	3	30	3	300	0	0	0	0
47	72	30	180	0	3	28	3	5	3	30	3	300	0	0	0	0	0	0
48	82	30	180	0	4	5	3	30	3	5	3	30	3	300	0	0	0	0
49	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
50	69	30	180	0	3	25	3	5	3	30	3	300	0	0	0	0	0	0
51	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
52	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
53	77	30	180	0	4	5	3	30	3	5	3	25	3	300	0	0	0	0
54	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
55	77	30	180	0	4	5	3	25	3	5	3	30	3	300	0	0	0	0
56	93	30	180	0	4	8	3	38	3	5	3	30	3	300	0	0	0	0
57	78	30	180	0	2	42	3	30	3	300	0	0	0	0	0	0	0	0
58	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
59	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
60	80	30	180	0	4	5	3	28	3	5	3	30	3	300	0	0	0	0
61	85	30	180	0	4	8	3	30	3	5	3	30	3	300	0	0	0	0
62	80	30	180	0	4	5	3	30	3	5	3	28	3	300	0	0	0	0
63	66	30	180	0	2	30	3	30	3	300	0	0	0	0	0	0	0	0
64	80	30	180	0	4	8	3	30	3	5	3	25	3	300	0	0	0	0
65	75	30	180	0	4	5	3	28	3	5	3	25	3	300	0	0	0	0
66	88	30	180	0	4	8	3	38	3	5	3	25	3	300	0	0	0	0
